ID,predicted_price
PU-1,1.7231028
PU-2,1.690139
PU-3,2.7805965
PU-4,1.5384419
PU-5,3.6572363
PU-6,1.6585025
PU-7,1.8706484
PU-8,1.7278606
PU-9,1.2442687
PU-10,1.6965246
PU-11,1.0920218
PU-12,3.7328312
PU-13,0.98160434
PU-14,2.0730212
PU-15,1.5249989
PU-16,0.98986083
PU-17,3.2548826
PU-18,2.7523952
PU-19,1.0951402
PU-20,3.2976828
PU-21,1.5621877
PU-22,1.746573
PU-23,3.2089913
PU-24,1.6532445
PU-25,2.5822282
PU-26,1.9544107
PU-27,2.1196945
PU-28,1.6907462
PU-29,2.7875414
PU-30,1.6454868
PU-31,4.2479687
PU-32,1.1716703
PU-33,2.8816779
PU-34,1.6135306
PU-35,1.7071493
PU-36,1.4642161
PU-37,1.6875156
PU-38,2.985259
PU-39,2.4962542
PU-40,2.4071116
PU-41,1.938284
PU-42,1.2311311
PU-43,1.4219491
PU-44,2.0008771
PU-45,1.8397757
PU-46,0.96609396
PU-47,1.4034766
PU-48,1.4513279
PU-49,0.7136993
PU-50,2.5490518
PU-51,2.6669962
PU-52,2.0137644
PU-53,2.0762691
PU-54,2.3865364
PU-55,1.0512253
PU-56,4.811757
PU-57,2.9227407
PU-58,2.672869
PU-59,1.8023369
PU-60,2.5093503
PU-61,1.2989445
PU-62,1.2853348
PU-63,1.9863285
PU-64,1.278815
PU-65,5.689816
PU-66,2.0581906
PU-67,1.9106418
PU-68,1.132744
PU-69,1.2587986
PU-70,2.0112035
PU-71,1.6964629
PU-72,2.4970562
PU-73,1.4708887
PU-74,2.5534508
PU-75,1.7017586
PU-76,0.9601453
PU-77,2.1685615
PU-78,0.9276664
PU-79,1.5065516
PU-80,1.2148086
PU-81,1.4720861
PU-82,1.3603255
PU-83,1.5704274
PU-84,2.09757
PU-85,3.8314147
PU-86,1.0303798
PU-87,2.8907785
PU-88,1.1948692
PU-89,3.9132953
PU-90,3.544579
PU-91,0.8521926
PU-92,1.0006964
PU-93,3.2522268
PU-94,1.6751525
PU-95,2.0604026
PU-96,1.6812934
PU-97,1.4106793
PU-98,2.0865984
PU-99,1.9021186
PU-100,0.9742576
PU-101,1.3119007
PU-102,1.6657048
PU-103,1.2768364
PU-104,2.7016625
PU-105,2.270325
PU-106,1.4850045
PU-107,0.65474445
PU-108,1.4936117
PU-109,2.0995872
PU-110,1.5645027
PU-111,1.2732253
PU-112,2.4131525
PU-113,1.5599415
PU-114,1.9823174
PU-115,1.9638473
PU-116,1.6272806
PU-117,1.9056911
PU-118,1.430076
PU-119,1.1495005
PU-120,1.374324
PU-121,1.0262865
PU-122,2.068503
PU-123,2.8728764
PU-124,2.1824782
PU-125,1.8525677
PU-126,4.225337
PU-127,1.9849266
PU-128,2.145625
PU-129,1.2896738
PU-130,1.1986748
PU-131,2.0921078
PU-132,1.119762
PU-133,2.1894915
PU-134,1.4481436
PU-135,2.1858854
PU-136,1.7706506
PU-137,1.5389218
PU-138,2.142075
PU-139,1.3835866
PU-140,2.745955
PU-141,3.5381796
PU-142,0.76937157
PU-143,2.1517947
PU-144,1.2019747
PU-145,1.834216
PU-146,1.8026127
PU-147,2.235996
PU-148,1.0157518
PU-149,1.2713636
PU-150,1.5858064
PU-151,1.2186356
PU-152,1.5131212
PU-153,2.351659
PU-154,1.5177827
PU-155,2.5869982
PU-156,1.7195845
PU-157,1.2417886
PU-158,1.3041829
PU-159,4.2171483
PU-160,1.5668094
PU-161,0.91267854
PU-162,1.8295269
PU-163,1.0576138
PU-164,3.505805
PU-165,5.1775217
PU-166,1.2036041
PU-167,1.4536954
PU-168,5.080953
PU-169,1.9423784
PU-170,0.9294893
PU-171,2.2099268
PU-172,1.6260366
PU-173,2.399067
PU-174,1.2609929
PU-175,1.2583492
PU-176,1.8343894
PU-177,2.5790327
PU-178,2.0552402
PU-179,1.5904943
PU-180,1.6427425
PU-181,0.98290324
PU-182,3.8068316
PU-183,2.2012856
PU-184,2.5823352
PU-185,1.8302469
PU-186,4.6895337
PU-187,2.3416898
PU-188,1.1007925
PU-189,1.0100754
PU-190,1.5886333
PU-191,3.3210742
PU-192,1.0989074
PU-193,1.4241052
PU-194,0.95538497
PU-195,1.7142553
PU-196,4.128811
PU-197,4.2532825
PU-198,1.2816948
PU-199,1.8922555
PU-200,1.664496
PU-201,2.977492
PU-202,0.8050385
PU-203,3.6823277
PU-204,1.8018893
PU-205,1.3134468
PU-206,1.4328489
PU-207,1.5401767
PU-208,2.0096211
PU-209,3.2219164
PU-210,2.2264006
PU-211,1.2850636
PU-212,1.7534904
PU-213,1.7987959
PU-214,1.5045284
PU-215,2.373682
PU-216,1.2187934
PU-217,1.5312585
PU-218,2.2395418
PU-219,1.4704787
PU-220,1.3024642
PU-221,1.2284478
PU-222,2.2850351
PU-223,1.2781457
PU-224,2.0144331
PU-225,1.7728916
PU-226,1.7537571
PU-227,1.7740499
PU-228,2.6822958
PU-229,2.1840496
PU-230,0.881077
PU-231,1.4613957
PU-232,1.2585113
PU-233,1.8646562
PU-234,1.7399703
PU-235,1.2793179
PU-236,2.2924838
PU-237,3.0197964
PU-238,4.258569
PU-239,2.2593281
PU-240,3.5176935
PU-241,2.8558197
PU-242,2.569265
PU-243,3.1083908
PU-244,1.3374528
PU-245,1.5683925
PU-246,2.319334
PU-247,1.0514497
PU-248,0.9635835
PU-249,1.1358559
PU-250,3.0376606
PU-251,3.3179526
PU-252,3.525624
PU-253,1.2344838
PU-254,2.0030124
PU-255,2.2087379
PU-256,2.77985
PU-257,1.6036723
PU-258,3.4772754
PU-259,1.8501544
PU-260,2.7561138
PU-261,1.4241633
PU-262,2.3374054
PU-263,1.6848257
PU-264,1.6942272
PU-265,1.0661743
PU-266,3.61782
PU-267,2.9949775
PU-268,2.0649614
PU-269,2.6421313
PU-270,1.6450539
PU-271,3.9758468
PU-272,2.2071836
PU-273,1.8277353
PU-274,2.9661558
PU-275,3.341481
PU-276,2.42433
PU-277,1.8491387
PU-278,1.1328311
PU-279,2.024671
PU-280,1.3384465
PU-281,1.2089133
PU-282,1.6869284
PU-283,1.1197112
PU-284,2.0903347
PU-285,1.6622399
PU-286,3.5126815
PU-287,1.923156
PU-288,1.096787
PU-289,1.2238921
PU-290,1.0156635
PU-291,2.256755
PU-292,3.2584639
PU-293,0.9403627
PU-294,1.756154
PU-295,4.5276513
PU-296,1.3973926
PU-297,1.0972304
PU-298,1.1641308
PU-299,1.9551274
PU-300,2.5949833
PU-301,0.9788802
PU-302,1.3692592
PU-303,1.0182225
PU-304,2.7344446
PU-305,1.6751188
PU-306,2.2435496
PU-307,5.6344104
PU-308,1.3188001
PU-309,2.119424
PU-310,4.74035
PU-311,4.5410953
PU-312,4.538981
PU-313,3.9060254
PU-314,2.9665377
PU-315,4.047125
PU-316,1.7211281
PU-317,1.7995043
PU-318,1.1439675
PU-319,2.1479325
PU-320,1.3025761
PU-321,1.9181376
PU-322,1.4132589
PU-323,3.747087
PU-324,1.0568386
PU-325,2.4874423
PU-326,2.5140257
PU-327,3.182546
PU-328,1.3862729
PU-329,2.3750603
PU-330,3.4134412
PU-331,1.7019175
PU-332,2.0487576
PU-333,2.9115467
PU-334,1.401498
PU-335,0.96226674
PU-336,1.3687679
PU-337,2.4069343
PU-338,2.1171706
PU-339,3.0027757
PU-340,1.2065194
PU-341,1.2938981
PU-342,0.8167381
PU-343,1.1171075
PU-344,1.0207056
PU-345,2.721283
PU-346,1.2069173
PU-347,0.98168373
PU-348,0.82840604
PU-349,2.6489792
PU-350,0.9744062
PU-351,2.5889816
PU-352,1.8305048
PU-353,1.6509492
PU-354,1.7595584
PU-355,1.2394474
PU-356,3.3190186
PU-357,1.3565654
PU-358,1.8839401
PU-359,1.8755763
PU-360,3.2813802
PU-361,0.87849325
PU-362,1.1787115
PU-363,1.014542
PU-364,1.3234446
PU-365,2.5073824
PU-366,6.7945895
PU-367,3.039865
PU-368,1.4845858
PU-369,1.3570518
PU-370,3.894996
PU-371,2.2427042
PU-372,1.7726465
PU-373,1.8363829
PU-374,2.183367
PU-375,1.1904287
PU-376,4.3043365
PU-377,1.4019117
PU-378,2.3275216
PU-379,1.9844899
PU-380,1.7299455
PU-381,2.2992399
PU-382,2.3329682
PU-383,1.5903205
PU-384,5.326569
PU-385,1.6091841
PU-386,1.08001
PU-387,1.0510145
PU-388,1.0166216
PU-389,1.2069683
PU-390,1.1705674
PU-391,1.7521479
PU-392,1.5325578
PU-393,4.4136944
PU-394,1.4965186
PU-395,1.6396724
PU-396,2.6137187
PU-397,2.9104292
PU-398,1.0778877
PU-399,1.5623753
PU-400,1.0453196
PU-401,1.4314153
PU-402,1.506221
PU-403,1.095275
PU-404,1.2911693
PU-405,3.2996721
PU-406,1.7308964
PU-407,1.8115098
PU-408,2.342883
PU-409,1.0929651
PU-410,1.7011002
PU-411,3.119648
PU-412,1.8874491
PU-413,1.7680514
PU-414,1.8141328
PU-415,1.9226071
PU-416,1.1039191
PU-417,1.0595953
PU-418,2.2951822
PU-419,1.8727722
PU-420,0.73727983
PU-421,1.9885421
PU-422,3.1799302
PU-423,0.87322325
PU-424,1.779849
PU-425,1.8271725
PU-426,1.1635317
PU-427,1.3785199
PU-428,1.4460344
PU-429,1.3921
PU-430,1.4474741
PU-431,3.573656
PU-432,1.6770697
PU-433,4.01984
PU-434,2.2068138
PU-435,1.430748
PU-436,1.6305944
PU-437,2.7648141
PU-438,2.3916914
PU-439,1.8751881
PU-440,2.0991786
PU-441,1.6186732
PU-442,1.5032332
PU-443,3.203698
PU-444,1.8132923
PU-445,1.0936599
PU-446,4.2313547
PU-447,4.890698
PU-448,3.419356
PU-449,0.9942138
PU-450,0.9603362
