lng,lat
121.7424191,25.13056997
121.69514,25.15280924
121.5125682,25.11526013
121.5231216,25.09118187
121.5216349,25.11785549
121.490747,25.10367467
121.5114211,25.05567348
121.5085417,25.05671289
121.5126765,25.05024597
121.5118908,25.05049597
121.4963874,25.07160563
121.508451,25.06543623
121.5016042,25.03913678
121.5170874,25.06986888
121.5761838,25.08005758
120.0840781,23.44126066
121.5605303,25.02776248
121.5773257,25.04653348
121.4955774,25.03638537
121.5006228,25.04393061
121.5171487,25.03347988
121.5101341,25.04289047
121.5000814,25.04597683
121.5089032,25.04534147
121.5107514,25.04457323
121.5182751,25.02712998
120.0840781,23.44126066
121.5135195,25.04465408
121.5309525,25.01448193
121.5204522,25.06448908
121.531064,25.05362797
120.0840781,23.44126066
121.520049,25.05126908
121.5032823,25.08342431
121.5490529,24.98293157
121.5270449,25.03303672
120.2400788,23.3364409
121.2691849,25.01688761
120.6770813,24.13721467
121.5237912,25.09402933
121.6034117,25.05264047
121.6128693,25.05894218
121.608734,25.06996768
121.5500793,25.06998211
121.564005,25.03810092
121.5741431,25.04132733
121.5015985,25.03456522
121.5209314,25.05419563
121.5178161,25.05268498
121.519876,25.05831269
121.5251317,25.06174579
121.523133,25.06997843
121.5415383,25.05181848
120.3376468,24.262506
121.5392446,24.99195613
121.5525978,24.9989968
121.3078339,24.95517343
121.46344,25.08631806
121.6128036,24.97165638
121.5132954,25.01204998
120.0840781,23.44126066
121.4334821,25.17219619
121.4580033,25.00826168
121.4479671,25.03327333
121.3661971,24.93329116
121.7914195,25.10931406
121.5647906,25.21796111
121.4936635,24.97895506
121.748041,24.9984948
121.6871682,25.17981387
121.5489812,24.86420548
121.6484167,24.94603114
121.3841503,25.14512545
121.4836181,25.08215478
121.2425934,24.88119328
121.369416,24.93447277
121.5062398,24.98379349
121.3568688,25.07196433
121.6291585,25.20081349
121.7121882,25.03525667
121.3678308,25.06057158
121.2416157,24.93916959
121.1778914,24.91394283
121.2361274,24.95576588
121.1302098,25.06222231
121.2956682,25.01617578
121.2847069,24.88170518
121.2113796,24.86521197
121.2216251,24.96214998
121.2518045,24.92791977
121.2212073,24.95523797
120.0840781,23.44126066
120.0840781,23.44126066
121.1923818,24.95820613
121.3486967,24.81611237
121.1848835,24.97642132
120.9628961,24.80840878
120.9542532,24.75326981
121.0034627,24.82972074
121.1787477,24.70395687
121.0484882,24.69980149
120.9870555,24.67163716
121.1002551,24.85809656
121.0660525,24.81004451
120.7418174,24.40039865
120.9914947,24.60249005
120.9165445,24.56911769
120.9963715,24.59724187
120.7956114,24.5575132
120.8163937,24.56161568
120.7994363,24.69426235
120.8804679,24.68741193
120.8501599,24.69846774
120.6525028,24.15538368
120.6524334,24.15543217
120.6607405,24.13499028
120.6796953,24.13798697
120.6812048,24.14004643
120.6813905,24.1418851
120.669967,24.17003901
120.6833825,24.15100772
120.737773,24.17920047
120.6906847,24.16735907
120.6411181,24.17854521
120.29296,24.2682714
120.6249914,24.1314386
120.7498381,24.17753311
120.7165044,24.25111078
120.7487872,24.32346198
120.5297103,24.27106247
120.591851,24.18776087
120.6206521,24.34561768
120.717082,24.15581577
120.6942162,24.06244147
120.6870098,24.10579808
120.6963,24.14306217
120.472766,23.90385901
120.5829792,23.85820917
120.403146,24.06500549
120.3746909,24.05978509
120.3026308,22.60991737
120.5401741,24.06570577
120.5699399,23.95367708
120.5694916,23.95599257
119.9935733,22.60958211
120.5874801,23.81325833
120.5364098,24.08023617
120.2780428,22.60364912
120.6825189,23.97775328
120.6022481,23.89380356
120.6796246,23.75539137
120.6825189,23.97775328
121.1540832,24.04387568
120.8112164,23.85316223
120.6676442,23.93695819
120.5392615,23.70850917
120.4737061,23.67416346
120.432249,23.70612228
120.3027538,22.63775388
120.4596019,23.80258378
120.4894071,23.64412673
120.6074231,23.59949551
120.286131,23.69604479
120.3800133,23.74974531
120.4077983,23.47965064
120.0643442,23.06088545
120.3451051,23.54982898
120.2034119,22.99008697
120.1953614,22.99459977
