lng,lat
120.8722177,24.43794148
121.208624,24.95902833
121.1083294,22.75928017
121.3839433,23.43713197
121.5475295,23.97796078
121.2866554,23.09603187
121.0725843,24.74956307
121.6977244,24.75499698
120.5977958,22.43786093
120.4830844,23.72471158
118.3380241,24.42790028
119.9230346,26.14312148
120.5127487,22.65557367
121.1884995,24.99925485
120.2126725,22.62972652
120.3309883,22.66128398
120.5846497,22.82345272
121.7397743,25.11096388
121.3913034,24.98839393
120.9562178,24.79123888
121.378268,23.48684868
120.4505595,23.41641733
120.6338503,24.35543218
120.5988753,24.18645097
121.3981672,25.04384852
120.2014757,22.97034761
120.3098666,23.26071243
120.297189,23.31813657
121.4458321,23.73564497
119.6024603,23.56195937
121.7037621,24.65728188
